Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
-28.131878,2.431946,-19.532747,-3.673162,-45.262268,10.084227,4.903243,-16.764797,0.000000
-28.437072,8.841029,-20.753525,-8.556272,-47.398629,5.201117,8.565576,-9.134937,0.000000
-38.508488,12.808556,-17.396386,-10.997828,-47.398629,-4.565104,8.870771,-1.199882,0.000000
-56.820152,10.367001,-13.734053,-9.777050,-47.398629,-12.805353,5.208438,0.020895,0.000000
-75.437011,4.568307,-12.818470,-6.725106,-48.619406,-13.720937,0.935716,-3.946632,0.000000
-89.475954,2.431946,-13.123665,-6.114717,-48.924601,-9.448215,-0.590256,-9.134937,0.000000
-101.988925,5.789085,-12.513276,-10.387439,-45.262268,-6.701465,-0.285062,-10.966103,0.000000
-117.859034,10.061807,-11.902887,-16.186133,-40.073963,-7.311854,-0.590256,-9.134937,0.000000
-130.372005,11.587779,-12.208081,-17.406910,-35.801241,-9.143020,-1.811034,-3.031049,0.000000
-126.404477,11.892973,-12.208081,-12.828994,-33.359686,-8.532632,-1.811034,5.514395,0.000000
-103.514897,14.029334,-10.376915,-8.861467,-32.444103,-5.785882,0.630522,13.449449,0.000000
-75.742206,15.860500,-6.104193,-10.082244,-32.138908,-0.902771,3.987660,16.501393,0.000000
-58.651319,14.334528,-1.831471,-12.523800,-31.833714,3.064756,4.292854,14.975421,0.000000
-48.579903,10.061807,1.220473,-10.692633,-30.002547,4.590728,2.461688,12.533866,0.000000
-34.540960,5.789085,3.051639,-7.030300,-25.729826,4.285533,0.935716,11.313088,0.000000
-20.196823,3.347530,3.967222,-6.114717,-21.457104,5.201117,1.240910,9.787116,0.000000
-19.586435,0.295586,4.882805,-7.335495,-18.405160,7.337478,1.240910,6.735172,0.000000
-30.268239,-4.282331,6.408778,-4.893940,-17.794771,7.337478,-0.895450,4.293617,0.000000
-27.826684,-8.249858,8.239944,0.599560,-17.794771,4.590728,-4.252589,3.378034,0.000000
0.861591,-8.249858,9.765916,6.093059,-18.099965,3.369950,-5.473367,1.852062,0.000000
40.536864,-5.503108,9.765916,9.145003,-18.710354,6.421894,-4.862978,-5.167410,0.000000
64.647222,-3.671942,8.545138,12.502142,-18.405160,9.779033,-3.642200,-18.290769,0.000000
71.971888,-4.282331,6.713972,15.554086,-15.963605,8.253061,-4.252589,-30.498545,0.000000
84.484859,-5.808303,5.188000,16.469669,-12.301272,2.454367,-5.778561,-31.719323,0.000000
114.393910,-6.113497,4.577611,15.859280,-10.775300,-1.513160,-7.304533,-17.069991,0.000000
146.439323,-4.892719,6.408778,17.690447,-13.216855,-2.733938,-7.914922,6.429978,0.000000
159.562683,-3.977136,9.155527,21.657974,-19.015549,-3.649521,-8.525311,27.183198,0.000000
151.627628,-3.671942,10.376305,23.489140,-22.677882,-4.259910,-7.914922,32.981891,0.000000
140.945824,-3.671942,8.850333,20.132002,-19.931132,-2.733938,-6.083755,24.436448,0.000000
140.030241,-2.756358,6.103583,14.333308,-11.690883,0.928395,-2.726617,12.533866,0.000000
141.556213,-1.230386,3.967222,9.145003,-1.314273,3.980339,0.020133,7.650756,0.000000
131.789992,-1.230386,3.356833,5.482670,8.757142,4.285533,0.935716,9.481922,0.000000
107.679634,-3.061553,2.746445,3.956698,17.912975,3.980339,0.020133,10.397505,0.000000
75.634221,-5.503108,0.610084,5.482670,23.406474,4.895922,-0.590256,7.040367,0.000000
38.400503,-4.892719,-2.441860,8.229420,24.322057,4.895922,-0.590256,3.683228,0.000000
-4.937103,-1.230386,-3.967832,8.534614,23.711668,2.454367,0.020133,4.904006,0.000000
-48.885098,2.126752,-2.136666,4.567087,25.542835,-1.207966,0.935716,6.735172,0.000000
-83.066871,3.652724,0.304889,-0.010829,29.510362,-3.344327,1.851299,7.955950,0.000000
-104.430480,4.568307,0.304889,-3.978356,31.341529,-3.649521,3.377271,14.365033,0.000000
-118.164228,6.704668,-3.662638,-7.335495,29.815557,-3.954716,4.903243,28.403975,0.000000
-125.183700,8.535835,-8.240554,-10.692633,27.374001,-6.091076,6.124021,36.949419,0.000000
-123.047339,8.535835,-10.376915,-12.828994,22.796085,-9.753409,7.649993,23.215670,0.000000
-116.943451,7.620251,-10.987304,-14.049772,11.503892,-12.194965,10.091548,-9.440131,0.000000
-118.164228,7.315057,-10.987304,-15.270549,-3.450634,-11.279381,12.838298,-39.959572,0.000000
-124.268116,7.315057,-10.071720,-15.880938,-12.301272,-7.311854,14.059076,-50.641376,0.000000
-119.995395,6.094279,-7.324971,-14.965355,-11.690883,-3.344327,12.838298,-44.232294,0.000000
-100.768147,4.873502,-4.273027,-13.134189,-10.164911,-0.292383,11.312326,-32.940101,0.000000
-80.625316,5.483891,-2.747055,-12.218605,-14.437633,1.538784,9.786354,-24.394657,0.000000
-72.690261,7.620251,-1.831471,-12.828994,-18.099965,2.454367,5.818827,-19.511547,0.000000
-70.553901,8.535835,0.304889,-13.744577,-13.522049,0.318006,-0.895450,-17.985575,0.000000
-67.501957,7.925446,2.136056,-13.134189,-5.586995,-2.428744,-6.694144,-19.511547,0.000000
-69.638317,6.704668,0.915278,-11.913411,-4.671411,-2.123549,-6.694144,-24.394657,0.000000
-80.625316,6.704668,-1.221083,-10.082244,-12.606466,2.454367,-3.031811,-30.498545,0.000000
-84.287649,6.704668,-0.915888,-7.335495,-22.372687,6.116700,-1.200645,-34.160878,0.000000
-56.209763,6.399474,2.136056,-3.978356,-26.340214,4.285533,-2.421422,-31.414129,0.000000
12.458978,5.178696,5.188000,-1.536801,-22.983076,0.318006,-4.252589,-24.394657,0.000000
110.121189,1.211169,6.713972,-0.010829,-11.690883,0.318006,-5.473367,-18.901158,0.000000
211.140538,-6.723886,8.545138,2.735921,3.874032,2.149173,-7.304533,-16.154408,0.000000
281.640446,-16.184912,12.817860,6.703448,17.302586,0.623201,-10.661672,-7.914159,0.000000
291.101473,-22.593995,17.700971,8.839809,24.322057,-3.954716,-13.103227,10.092311,0.000000
236.471674,-24.119967,19.532137,7.924226,29.205168,-5.480688,-12.492838,26.878003,0.000000
150.712045,-22.288801,17.700971,6.703448,35.919445,-1.207966,-8.525311,24.741642,0.000000
72.582277,-18.321273,12.817860,8.534614,39.886972,2.454367,-2.421422,4.598811,0.000000
14.595339,-12.217385,6.103583,12.807336,32.257112,1.538784,5.513632,-12.797270,0.000000
-33.320183,-4.892719,-0.610694,14.943697,12.114281,-0.597577,14.059076,-11.881687,0.000000
-78.794150,1.516363,-5.493804,13.417725,-14.132438,-0.292383,19.552575,3.378034,0.000000
-111.449951,5.789085,-6.714582,10.976170,-39.463574,0.928395,18.636992,19.858532,0.000000
-115.112284,8.841029,-4.578221,10.365781,-57.470044,0.012812,11.617520,29.624753,0.000000
-81.540899,11.282584,-1.831471,10.976170,-61.437571,-1.513160,1.851299,32.066308,0.000000
-22.943573,12.503362,-0.000305,8.839809,-50.450573,-1.513160,-5.473367,26.878003,0.000000
33.212198,11.282584,1.220473,4.567087,-31.223325,0.318006,-7.609727,14.670227,0.000000
67.393972,7.315057,2.136056,1.209949,-8.944133,2.454367,-6.388950,0.020895,0.000000
83.264081,0.295586,3.051639,1.515143,16.081808,4.285533,-6.999339,-8.524548,0.000000
89.978358,-8.555052,3.967222,3.041115,43.854499,7.642672,-11.272060,-9.134937,0.000000
80.212137,-16.795301,4.882805,3.041115,67.049274,10.999810,-14.018810,-6.693382,0.000000
43.894002,-20.152440,3.967222,1.820337,78.646662,10.999810,-11.577255,-9.134937,0.000000
5.439507,-15.879718,0.304889,-0.010829,77.425884,7.337478,-5.778561,-18.290769,0.000000
7.270673,-7.029080,-4.883416,-0.926412,64.607719,3.064756,-2.421422,-27.446601,0.000000
51.829057,-0.009609,-7.935360,-0.621218,41.718139,0.012812,-1.811034,-27.751796,0.000000
86.621219,1.211169,-5.798999,-0.010829,13.335059,-2.123549,-1.200645,-17.680380,0.000000
65.257611,-0.619998,-1.831471,-0.010829,-14.132438,-2.428744,0.935716,-3.946632,0.000000
1.166785,-1.230386,-0.000305,-2.452384,-40.684352,-0.902771,3.987660,6.735172,0.000000
-53.463014,-0.009609,-0.000305,-7.030300,-69.677820,0.623201,6.734410,14.670227,0.000000
-67.807151,-0.314803,2.136056,-11.303022,-94.093373,0.012812,7.649993,23.520865,0.000000
-54.073403,-4.282331,6.408778,-14.965355,-98.671289,-2.123549,6.429215,35.423447,0.000000
-43.391598,-7.639469,8.545138,-18.017299,-78.833653,-2.733938,4.292854,47.631223,0.000000
-54.683791,-5.503108,7.019166,-19.848465,-48.314212,-0.902771,3.682466,56.481861,0.000000
-83.982455,-0.619998,3.356833,-18.017299,-19.320743,-1.818355,3.987660,58.923416,0.000000
-110.534368,1.516363,-0.000305,-14.965355,14.555836,-7.006660,3.377271,54.650694,0.000000
-119.079811,-0.009609,-2.441860,-14.049772,59.724609,-11.584576,2.766882,46.410445,0.000000
-111.449951,-2.451164,-3.052249,-14.965355,105.198575,-8.532632,8.870771,36.949419,0.000000
-98.631786,-2.451164,-1.831471,-13.744577,136.023210,0.012812,23.825297,27.488392,0.000000
-87.339593,-0.619998,-0.915888,-10.387439,156.776430,5.506311,39.085017,15.280616,0.000000
-82.151288,1.516363,-3.052249,-8.251078,182.717955,4.285533,43.357739,0.936479,0.000000
-86.424010,3.957918,-5.798999,-7.945884,206.523119,1.843978,36.033073,-8.524548,0.000000
-89.781148,6.399474,-5.798999,-5.504328,199.808842,4.285533,25.656463,-7.608965,0.000000
